Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,OWS/48,DWS/48,Shot%,Team Mar,Team MP,Team Gm,Year 3PAr,Team TS%,Tm USG,Tm TS W/O Plyr,Reb/Vers,Defense,Val/Shot,Offense,MPG + Int,RAW SPM,%Min,RAW Contrib,Tm Sum,Tm Adj,BPM,StdErr,Contrib,VORP,Reb/Vers,Val/Shot,Offense,Defense,MPG,Raw OBPM,Contrib,Tm Ortg,Tm Sum,Tm Adj,Tm DRtg,OBPM,OStdErr,Ocontrib,OVORP,DBPM,DStdErr,Dcontrib,DVORP,Sum SPM,%Min,MPG,ReMPG,BPM,Contrib,VORP,VORP-Gm,O-BPM,Ocontrib,OVORP,"OVORP
Gm",D-BPM,Dcontrib,DVORP,"DVORP
Gm",Exp BPM,"TrueTalent
BPM","Exp%
Min","TrueTalent
VORP",TrueTimeVORP,WORP,O-WORP,D-WORP,Adjusted WORP,Estimated Position,BBRef Pos,Age on Feb 1,Yrs Experience,Height,Weight,Rounded Position,Rounded Age,Playoffs
2015,NOP,Toney Douglas,28,12,177,11.2,0.45,0.353,0.255,1.3,12.8,7.1,20,3.3,1.7,15,17.2,0,0.2,0.2,0.046,-2.1,0.8,-1.3,0,-0.004,0.05,14.6,1.16,19782,82,0.268,0.537,346147,0.538,0.62,2.17,-0.02,-2.62,-1.63,-1.46,0.05,-0.07,0.45,0.19,-1.3,3.5,-0.1,0,-0.3,0.2,-2,0.6,-0.9,-2.4,-0.1,2.6,1.5,0.3,-1.4,-2.1,2.3,-0.1,0,0.8,2.6,0,0,-2.9,0,14.8,11.1,-1.3,-0.1,0,0.2,-2.1,-0.1,0,-0.1,0.8,0,0,0.3,-3,-2.5,0.14,-0.1,0.1,0.1,0,0.1,0.3,1.3,1,28.88,5,74,195,1,29,Y
2015,PHI,Tim Frazier,24,6,171,5.9,0.343,0.256,0.349,2.4,10,6,40.4,1.8,0,26.6,17.2,-0.4,0.1,-0.3,-0.071,-6.6,-2.8,-9.3,-0.3,-0.106,0.035,12.6,-9.38,19800,82,0.268,0.494,332680,0.495,3.83,-0.62,0.17,-8.95,-0.89,-6.63,0.04,-0.29,2.34,-2.72,-9.3,3.5,-0.4,-0.3,1.1,0.2,-5,0.1,-0.5,-4,-0.2,-10.1,0.6,-2.6,0.8,-6.6,2.4,-0.3,-0.2,-2.8,2.6,-0.1,-0.1,-3.8,0,28.5,17.1,-9.3,-0.4,-0.3,-4.3,-6.6,-0.3,-0.2,-2.9,-2.8,-0.1,-0.1,-1.4,-3.3,-5,0,0,0,-0.9,-0.6,-0.3,0,1,1,24.25,0,73,170,1,24,N
2015,CLE,Kendrick Perkins,30,17,167,4.7,0.494,0,0.195,7.7,20.3,14.1,7.2,0.6,1.9,32.1,17.7,-0.4,0.2,-0.2,-0.059,-7.4,-0.1,-7.6,-0.2,-0.116,0.057,12,4.39,19779,82,0.268,0.557,342773,0.558,-1.08,-1.11,-0.3,-3.86,-2.02,-8.07,0.04,-0.34,2.75,0.5,-7.6,3.5,-0.3,-0.2,-0.2,0,-6.3,-0.4,-1.1,-7.9,-0.3,5.5,4.5,0.4,-1.1,-7.4,2.4,-0.3,-0.2,-0.1,2.6,0,0,-7.3,0,9.8,8,-7.6,-0.3,-0.2,-1.1,-7.4,-0.3,-0.2,-1.2,-0.1,0,0,0,-3.2,-4.5,0,0,0,-0.6,-0.7,0,0,4.7,5,30.23,11,82,270,5,30,Y
2015,DET,Shawne Williams,28,19,163,6.7,0.388,0.433,0.117,5.8,12.5,9,7.5,1.3,1.9,10,19.1,-0.2,0.1,-0.1,-0.021,-4.3,-1.2,-5.5,-0.1,-0.055,0.034,17.2,-1.54,19827,82,0.268,0.515,348020,0.516,-1.48,-0.23,-0.29,-1.51,-2.12,-5.34,0.04,-0.22,-1.14,-0.14,-5.5,3.6,-0.2,-0.1,-0.2,0,-2.3,-0.1,-1.1,-3.7,-0.2,-0.2,2.8,-0.6,-1.3,-4.3,2.4,-0.2,-0.1,-1.2,2.6,0,0,-3.1,0,8.6,7.1,-5.5,-0.2,-0.1,-0.6,-4.3,-0.2,-0.1,-0.5,-1.2,0,0,-0.2,-4.3,-4.6,0,0,0,-0.4,-0.3,-0.1,0,3.4,3,28.96,6,81,225,3,29,N
2015,UTA,Ian Clark,23,23,161,8.3,0.476,0.568,0.114,2.9,6.4,4.7,9.7,2,1,13.2,15.1,0,0.1,0.1,0.044,-2.1,-1.2,-3.3,-0.1,0.007,0.037,13.1,0.79,19705,82,0.268,0.531,336440,0.532,-1.97,0.17,-0.07,0.66,-2.26,-3.4,0.04,-0.14,0.25,0.14,-3.3,3.6,-0.1,-0.1,-0.5,0.3,-0.7,0.2,-1.2,-2,-0.1,-0.2,0.3,-0.1,1,-2.1,2.4,-0.1,0,-1.2,2.6,0,0,-0.9,0,7,6,-3.3,-0.1,-0.1,-0.2,-2.1,-0.1,0,-0.1,-1.2,0,0,-0.1,-4.2,-3.9,0,0,0,-0.1,0,-0.1,0,1.2,2,23.91,1,75,175,1,24,N
2015,UTA,Bryce Cotton,22,15,159,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.1,0.1,0.2,0.067,-1.2,-3.2,-4.4,-0.1,0.034,0.034,22.1,0.79,19705,82,0.268,0.531,336440,0.532,0.01,-1.24,0.06,-1.33,-1.97,-4.52,0.04,-0.18,0.25,0.14,-4.4,3.6,-0.2,-0.1,-0.2,0.3,-0.1,0,-1,-1.1,0,-0.2,0.3,-0.1,1,-1.2,2.4,0,0,-3.2,2.6,-0.1,-0.1,2,0,10.6,8.4,-4.4,-0.2,-0.1,-0.5,-1.2,0,0,0.1,-3.2,-0.1,-0.1,-0.6,-3.7,-3.9,0,0,0,-0.3,0.1,-0.3,0,1,1,22.48,0,73,165,1,23,N
2015,DAL,Bernard James,29,16,158,16,0.593,0,0.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,0.4,0.2,0.5,0.165,-1.3,2.9,1.6,0.1,0.113,0.052,10.5,3.64,19881,82,0.268,0.55,350251,0.549,-2.04,1.97,-0.15,2.41,-2.02,0.32,0.04,0.01,-2.3,1.33,1.7,3.6,0.1,0.1,0.6,0.2,-1.1,-0.7,-1.1,-2,-0.1,4.1,1.4,0.7,-0.4,-1.3,2.4,-0.1,0,2.9,2.6,0.1,0.1,-4.2,0,9.9,7.9,1.7,0.1,0.1,0.7,-1.3,-0.1,0,0.1,2.9,0.1,0.1,0.7,-3.4,-1.9,0.23,0,0.8,0.4,0,0.3,2.2,4.6,5,29.98,2,82,240,5,30,Y
2015,OKC,Ish Smith,26,30,155,9,0.378,0.111,0.2,3.5,15,9.3,25.6,1.3,0.5,15.5,16.1,-0.1,0.1,0,0.014,-4.6,-1,-5.7,-0.1,-0.024,0.038,13.6,2.54,19832,82,0.268,0.532,344899,0.533,3.1,-0.98,-0.13,-5.31,-2.44,-5.62,0.04,-0.22,3.19,-0.03,-5.6,3.6,-0.2,-0.1,0.8,0,-4,-0.1,-1.3,-4.5,-0.2,2,2.7,-0.1,0.6,-4.6,2.4,-0.2,-0.1,-1,2.6,0,0,-3.6,0,5.2,4.6,-5.6,-0.2,-0.1,-0.4,-4.6,-0.2,-0.1,-0.3,-1,0,0,-0.1,-4.2,-4.6,0,0,0,-0.4,-0.3,-0.1,0,1,1,26.58,4,72,175,1,27,N
2015,MIN,Troy Daniels,23,19,154,7.4,0.443,0.661,0.034,4.3,10,7.1,13.4,1,0,11.8,19.4,-0.1,0,-0.1,-0.038,-1.4,-4.5,-5.8,-0.1,-0.035,-0.003,17.1,-8.52,19787,82,0.268,0.517,341855,0.518,-0.17,-1.62,-0.02,-0.31,-2.17,-4.27,0.04,-0.17,-2.34,-1.58,-5.8,3.6,-0.2,-0.1,0.1,0.3,-0.1,-0.1,-1.1,-1,0,-2.5,-0.8,-0.4,-6.1,-1.4,2.4,-0.1,0,-4.5,2.7,-0.2,-0.2,3.1,0,8.1,6.7,-5.8,-0.2,-0.1,-0.6,-1.4,-0.1,0,0.1,-4.5,-0.2,-0.2,-0.7,-5.4,-5.5,0,0,0,-0.4,0,-0.4,0,1.8,2,23.55,1,76,205,2,24,N
2015,PHI,Glenn Robinson III,21,10,153,8.6,0.473,0.302,0.186,7.4,10.4,8.9,9,1,0.5,14.7,15.5,0,0.1,0,0.013,-4,-1.7,-5.8,-0.1,-0.009,0.022,13.2,-9.38,19800,82,0.268,0.494,332680,0.494,-0.44,-1.35,-0.09,0.4,-1.65,-3.04,0.04,-0.12,2.34,-2.72,-5.8,3.6,-0.2,-0.1,0.5,0.2,-1.2,-0.2,-0.9,-1.5,-0.1,-10.1,0.6,-2.6,0.8,-4,2.4,-0.2,-0.1,-1.7,2.7,-0.1,-0.1,-2.3,0,15.3,10.9,-5.8,-0.2,-0.1,-1.2,-4,-0.2,-0.1,-0.7,-1.7,-0.1,-0.1,-0.5,-4.6,-4.9,0,0,0,-0.4,-0.2,-0.1,0,2.9,3,21.07,0,79,222,3,21,N
2015,POR,Alonzo Gee,27,15,151,9.7,0.47,0.224,0.245,5.8,11.1,8.5,6,2.4,0.5,12.8,18.5,-0.1,0.2,0.1,0.039,-3.2,0.2,-3,0,-0.028,0.067,16.1,4.69,19856,82,0.268,0.544,347001,0.544,-2.05,0.4,-0.27,-1.03,-2.02,-4.7,0.04,-0.18,-2.66,1.66,-3,3.6,-0.1,0,-0.3,0.1,-2.5,0.3,-1.1,-3.5,-0.1,2.3,1.5,0.3,2.4,-3.2,2.4,-0.1,-0.1,0.2,2.7,0,0,-3.4,0,10.1,7.9,-3,-0.1,0,-0.2,-3.2,-0.1,-0.1,-0.3,0.2,0,0,0.1,-3.2,-3.1,0.05,-0.1,-0.1,-0.1,-0.2,0.1,-0.1,2.8,3,27.68,5,78,225,3,28,Y
2015,PHO,Earl Barron,33,16,143,5,0.361,0.103,0.308,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,-0.1,0.1,0,-0.011,-5,-0.9,-5.9,-0.1,-0.039,0.028,13.6,-0.37,19879,82,0.268,0.537,342976,0.538,-1.36,-0.53,-0.53,-1.93,-2.12,-5.94,0.04,-0.21,-0.79,0.07,-5.9,3.7,-0.2,-0.1,0.8,-0.2,-4.2,-0.1,-1.1,-4.8,-0.2,-0.5,0.5,-0.2,0.1,-5,2.5,-0.2,-0.1,-0.9,2.7,0,0,-4.1,0,8.9,7.2,-5.9,-0.2,-0.1,-0.7,-5,-0.2,-0.1,-0.6,-0.9,0,0,-0.1,-4.1,-4.6,0,0,0,-0.4,-0.3,-0.1,0,4.7,5,33.47,7,84,250,5,34,N
2015,MIL,Nate Wolters,23,11,142,5.4,0.382,0.161,0.129,1.6,11.2,6.4,10.2,1.8,0,8.4,11.3,-0.1,0.2,0.1,0.018,-5.2,-0.2,-5.3,-0.1,-0.042,0.06,10.4,-0.16,19929,82,0.268,0.536,336983,0.537,-1.89,-0.62,-0.38,-0.68,-1.83,-5.01,0.04,-0.18,1.29,-0.3,-5.3,3.7,-0.2,-0.1,-1,-0.1,-2.7,0.1,-1,-4.6,-0.2,-3.1,-0.8,-0.6,3,-5.2,2.5,-0.2,-0.1,-0.2,2.7,0,0,-5,0,12.9,9.5,-5.3,-0.2,-0.1,-0.9,-5.2,-0.2,-0.1,-0.9,-0.2,0,0,0,-3.6,-4,0,0,0,-0.3,-0.3,0,0,1.7,1,23.72,1,76,190,2,24,Y
2015,MEM,JaMychal Green,24,20,139,15.8,0.608,0.1,0.25,13.2,18.8,16,4.7,1.9,1.8,21.3,18.6,0.1,0.2,0.4,0.127,-1.5,0.2,-1.3,0,0.046,0.081,14.6,3.94,19904,82,0.268,0.531,348101,0.531,-1.22,0.47,-0.03,0.73,-2.28,-2.31,0.04,-0.08,-0.24,0.99,-1.3,3.7,0,0,0.8,0.3,-1.5,0.1,-1.2,-1.5,-0.1,-0.1,-0.1,0,4,-1.5,2.5,-0.1,0,0.2,2.7,0,0,-1.8,0,7,5.8,-1.3,0,0,0.1,-1.5,-0.1,0,0,0.2,0,0,0.1,-3.8,-3.1,0.06,-0.1,0,0.1,0,0,0.1,4.1,4,24.62,0,81,227,4,25,Y
2015,GSW,James Michael McAdoo,22,15,137,17.7,0.564,0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.2,0.3,0.5,0.177,-2.3,0.5,-1.8,0,0.071,0.106,17.5,10.23,19730,82,0.268,0.572,342913,0.572,-3.31,1.99,-0.27,0.33,-2.11,-3.1,0.04,-0.11,5.81,1.29,-1.8,3.7,-0.1,0,0,0.1,-1.6,-0.1,-1.1,-2.7,-0.1,5.5,4.4,0.4,4.8,-2.3,2.5,-0.1,0,0.5,2.7,0,0,-2.8,0,9.1,7.2,-1.8,-0.1,0,0,-2.3,-0.1,0,-0.1,0.5,0,0,0.1,-2.5,-2.3,0.17,-0.1,0,0,-0.1,0.1,0.1,4.2,4,22.08,0,81,230,4,22,Y
2015,CHO,Troy Daniels,23,11,135,16.1,0.62,0.61,0.119,1.6,5,3.3,7,1.1,0.6,10.1,23.3,0.2,0.1,0.3,0.119,2.5,-3.7,-1.2,0,0.077,0.042,20.9,-3.79,19905,82,0.268,0.498,353638,0.497,-3.32,-1.18,0.25,5.59,-1.89,-0.8,0.03,-0.03,-2.5,-0.41,-1.2,3.8,0,0,-1.1,0.6,5.6,-0.1,-1,4,0.1,-5.7,0.4,-1.4,1.9,2.5,2.5,0.1,0.1,-3.7,2.7,-0.1,-0.1,6.3,0,12.3,9,-1.2,0,0,0.2,2.5,0.1,0.1,1.1,-3.7,-0.1,-0.1,-0.9,-4.2,-3.4,0.01,0,0,0.1,0.4,-0.3,0,1.7,2,23.55,1,76,205,2,24,N
2015,MIL,Jorge Gutierrez,26,10,131,11.1,0.589,0.074,0.37,4.4,11.3,7.9,17.4,1.9,0,22.3,13.9,0.1,0.2,0.3,0.098,-2.3,-0.3,-2.6,0,0.031,0.067,10.8,-0.16,19929,82,0.268,0.536,336983,0.536,1.08,-0.49,0.13,-1.05,-1.84,-2.3,0.03,-0.08,1.29,-0.3,-2.6,3.8,-0.1,0,0.5,0.4,-1.7,0.2,-1,-1.7,-0.1,-3.1,-0.8,-0.6,3,-2.3,2.5,-0.1,0,-0.3,2.8,0,0,-2,0,13.1,9.4,-2.6,-0.1,0,-0.2,-2.3,-0.1,0,-0.2,-0.3,0,0,0,-3.6,-3.3,0.02,0,0,-0.1,-0.1,0,0,1.5,1,26.1,1,75,191,1,26,Y
2015,LAC,Ekpe Udoh,27,33,128,11.6,0.519,0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20,12.3,0,0.2,0.3,0.101,-3.4,4.2,0.7,0.1,0.013,0.088,9.8,7.21,19730,82,0.268,0.565,348865,0.566,-0.83,3.54,-0.24,-0.44,-2.57,-0.3,0.03,-0.01,3.45,1.04,0.7,3.8,0,0.1,-0.1,0.1,-3,0.4,-1.3,-4,-0.1,6.9,5.2,0.6,0.3,-3.4,2.6,-0.1,-0.1,4.2,2.8,0.1,0.1,-7.6,0,3.9,3.5,0.7,0,0.1,0.2,-3.4,-0.1,-0.1,-0.1,4.2,0.1,0.1,0.4,-3.8,-2.6,0.13,-0.1,0.4,0.2,-0.2,0.4,1,4.1,4,27.7,4,82,240,4,28,Y
2015,MIL,Chris Johnson,24,8,128,9.7,0.502,0.6,0.067,1.8,8,4.9,5.7,2,1.3,0,10.9,0.1,0.1,0.3,0.102,-1.2,-0.2,-1.3,0,0.051,0.051,10.9,-0.16,19929,82,0.268,0.536,336983,0.536,-3.41,0.33,-0.09,3.71,-1.68,-1.05,0.03,-0.03,1.29,-0.3,-1.3,3.8,0,0,-1.3,0.3,1.1,0.1,-0.9,-0.6,0,-3.1,-0.8,-0.6,3,-1.2,2.6,0,0,-0.2,2.8,0,0,-1,0,16,10.7,-1.3,0,0,0.2,-1.2,0,0,0.2,-0.2,0,0,0,-3.3,-2.8,0.1,-0.1,0.1,0.1,0,0,0.2,2.3,3,24.76,2,78,206,2,25,Y
2015,CHI,Nazr Mohammed,37,23,128,8.7,0.431,0,0.1,9.6,22.3,16.1,3.6,1.6,2.8,18.3,13.4,-0.1,0.2,0.1,0.04,-6.1,0.9,-5.3,-0.1,-0.036,0.076,10.9,2.88,19881,82,0.268,0.536,346370,0.537,-2.95,0.62,-0.44,-0.69,-2.41,-5.43,0.03,-0.17,2.65,0.16,-5.3,3.8,-0.2,-0.1,-0.6,-0.1,-3.9,-0.1,-1.3,-6,-0.2,2,3.1,-0.1,0.9,-6.1,2.6,-0.2,-0.1,0.9,2.8,0,0,-7,0,5.6,4.7,-5.3,-0.2,-0.1,-0.4,-6.1,-0.2,-0.1,-0.5,0.9,0,0,0.1,-4.1,-4.4,0,0,0,-0.3,-0.4,0.1,0,4.3,5,37.41,16,82,221,4,37,Y
2015,LAC,Nate Robinson,30,9,126,10.4,0.429,0.392,0.118,2.7,7,4.9,23.2,2.4,0,13,22.1,-0.1,0.1,0,0.012,-2.1,-2.2,-4.3,-0.1,-0.032,0.044,19.2,7.21,19730,82,0.268,0.565,348865,0.566,0.76,0.14,-0.06,-4.39,-1.8,-5.3,0.03,-0.17,3.45,1.04,-4.3,3.8,-0.1,-0.1,0.3,0.1,-2.6,0.3,-0.9,-2.7,-0.1,6.9,5.2,0.6,0.3,-2.1,2.6,-0.1,0,-2.2,2.8,-0.1,-0.1,0.1,0,14,9.7,-4.3,-0.1,-0.1,-0.7,-2.1,-0.1,0,-0.1,-2.2,-0.1,-0.1,-0.5,-2.5,-2.9,0.08,-0.1,-0.2,-0.2,0,-0.2,-0.5,1,1,30.67,9,69,180,1,31,Y
2015,MEM,Jarnell Stokes,21,19,126,18.6,0.578,0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,0.3,0.2,0.5,0.186,-0.2,0.7,0.5,0.1,0.112,0.074,18,3.94,19904,82,0.268,0.531,348101,0.531,-0.47,1.52,-0.11,0.77,-2.32,-0.51,0.03,-0.02,-0.24,0.99,0.5,3.8,0,0.1,1.4,0.2,-0.7,0.1,-1.2,-0.2,0,-0.1,-0.1,0,4,-0.2,2.6,0,0,0.7,2.8,0,0,-0.8,0,6.6,5.5,0.5,0,0.1,0.3,-0.2,0,0,0.2,0.7,0,0,0.1,-3.8,-2.7,0.11,-0.1,0.3,0.2,0.1,0.1,0.8,4.6,4,21.07,0,81,263,5,21,Y
2015,LAC,Dahntay Jones,34,33,123,1.9,0.406,0.19,0.524,0.9,9,5,2.1,1.2,0,3.7,9.8,0,0.1,0,0.013,-5.2,-1.3,-6.4,-0.1,-0.013,0.026,9.4,7.21,19730,82,0.268,0.565,348865,0.566,-5.15,-1.37,-0.52,1.65,-2.59,-7.46,0.03,-0.23,3.45,1.04,-6.4,3.9,-0.2,-0.1,-2.1,-0.2,-2.1,-0.1,-1.4,-5.8,-0.2,6.9,5.2,0.6,0.3,-5.2,2.6,-0.2,-0.1,-1.3,2.8,0,0,-3.9,0,3.7,3.3,-6.4,-0.2,-0.1,-0.3,-5.2,-0.2,-0.1,-0.3,-1.3,0,0,-0.1,-3.8,-4.5,0,0,0,-0.4,-0.3,-0.1,0,2.6,3,34.1,10,78,225,3,34,Y
2015,LAL,Dwight Buycks,25,6,123,13.1,0.586,0.275,0.25,1.7,9.3,5.4,18.4,1.2,0,21.3,20.4,0.1,0,0.1,0.027,-1.6,-3.3,-4.9,-0.1,0.033,-0.006,16.1,-6.65,19932,82,0.268,0.513,350423,0.512,-0.22,-1.37,0.25,-0.67,-1.48,-3.73,0.03,-0.12,-2.29,-1.14,-4.9,3.9,-0.2,-0.1,-0.3,0.5,-0.3,-0.1,-0.8,-1,0,-2.2,0.2,-0.6,-4.5,-1.5,2.6,0,0,-3.3,2.8,-0.1,-0.1,1.8,0,20.5,12.3,-4.9,-0.2,-0.1,-1.2,-1.5,0,0,0.1,-3.3,-0.1,-0.1,-1.3,-3.9,-4.2,0,0,0,-0.2,0,-0.3,0,1.2,1,25.91,1,75,190,1,26,N
2015,LAC,Jordan Hamilton,24,14,122,8.3,0.543,0.6,0,1.9,12.7,7.4,8.2,0.8,0,10.3,14.4,0.1,0.1,0.1,0.059,-1.1,-2.1,-3.2,0,0.03,0.03,12.9,7.21,19730,82,0.268,0.565,348865,0.565,-2.29,-1.87,-0.02,2.06,-2.16,-4.26,0.03,-0.13,3.45,1.04,-3.2,3.9,-0.1,0,-1.2,0.3,0.4,-0.2,-1.1,-1.7,-0.1,6.9,5.2,0.6,0.3,-1.1,2.6,0,0,-2.1,2.8,-0.1,-0.1,1,0,8.7,6.8,-3.2,-0.1,0,-0.2,-1.1,0,0,0.1,-2.1,-0.1,-0.1,-0.3,-3.1,-3.1,0.06,-0.1,-0.1,-0.1,0,-0.1,-0.2,2.7,3,24.32,3,79,220,3,24,Y
2015,BOS,Jameer Nelson,32,6,121,8.7,0.323,0.61,0.22,2.7,12.9,7.7,37.4,2.9,0,16.7,19.5,-0.2,0.2,0,-0.015,-2.7,-0.6,-3.3,0,-0.087,0.072,16.2,-0.44,19880,82,0.268,0.523,347983,0.524,4.44,0.77,0.12,-6.89,-1.5,-3.19,0.03,-0.1,0.15,-0.13,-3.3,3.9,-0.1,0,1.2,0.2,-3.1,0.5,-0.8,-1.9,-0.1,-1.3,2.5,-0.8,0.9,-2.7,2.6,-0.1,0,-0.6,2.8,0,0,-2.1,0,20.2,12.1,-3.3,-0.1,0,-0.6,-2.7,-0.1,0,-0.4,-0.6,0,0,-0.1,-3.1,-3.1,0.05,-0.1,-0.1,-0.1,-0.1,0,-0.2,1,1,32.98,10,72,190,1,33,Y
2015,CLE,Brendan Haywood,35,22,119,9.1,0.49,0,0.433,5.9,21.9,14,2.5,0.9,6.6,21.9,17.3,-0.2,0.2,0,0.008,-7.9,1.3,-6.6,-0.1,-0.077,0.085,13.5,4.39,19779,82,0.268,0.557,342773,0.557,-4.56,1.76,-0.39,-1.84,-2.43,-7.07,0.03,-0.21,2.75,0.5,-6.6,3.9,-0.2,-0.1,-1.8,0,-4.7,-0.5,-1.3,-8.3,-0.2,5.5,4.5,0.4,-1.1,-7.9,2.6,-0.2,-0.2,1.3,2.9,0,0,-9.1,0,5.4,4.6,-6.6,-0.2,-0.1,-0.5,-7.9,-0.2,-0.2,-0.7,1.3,0,0,0.2,-3.9,-4.6,0,0,0,-0.4,-0.5,0.1,0,5,5,35.18,12,84,268,5,35,Y
2015,UTA,Steve Novak,31,22,109,14.5,0.669,0.943,0.057,1.1,15.8,8.5,9.3,0,0.7,7.7,16.4,0.3,0.1,0.4,0.162,3.3,-3.6,-0.2,0,0.125,0.037,15.1,0.79,19705,82,0.268,0.531,336440,0.531,-2.05,-2.5,0.42,6.66,-2.48,-0.38,0.03,-0.01,0.25,0.14,-0.2,4,0,0,-1.4,0.8,5.9,-0.5,-1.3,3.4,0.1,-0.2,0.3,-0.1,1,3.3,2.7,0.1,0.1,-3.6,2.9,-0.1,-0.1,6.9,0,5,4.2,-0.2,0,0,0.2,3.3,0.1,0.1,0.5,-3.6,-0.1,-0.1,-0.3,-4.5,-3.5,0,0,0,0.1,0.4,-0.2,0,3.5,3,31.64,8,82,225,4,32,N
2015,MIN,Glenn Robinson III,21,25,108,8.2,0.467,0.25,0.667,4.1,10.9,7.4,4.1,1.4,0,8.8,13.9,0,0,0,0.009,-3.8,-3.3,-7.1,-0.1,0.005,0.005,12.7,-8.52,19787,82,0.268,0.517,341855,0.518,-3.41,-1.12,-0.25,1.48,-2.54,-5.58,0.03,-0.15,-2.34,-1.58,-7.2,4,-0.2,-0.1,-1,0.1,-1.1,0,-1.3,-3.4,-0.1,-2.5,-0.8,-0.4,-6.1,-3.8,2.7,-0.1,-0.1,-3.3,2.9,-0.1,-0.1,-0.5,0,4.3,3.7,-7.2,-0.2,-0.1,-0.5,-3.8,-0.1,-0.1,-0.2,-3.3,-0.1,-0.1,-0.3,-6,-6.3,0,0,0,-0.4,-0.2,-0.2,0,2.9,2,21.07,0,79,222,3,21,N
2015,HOU,Troy Daniels,23,17,108,4.5,0.472,0.915,0.085,0,6.1,3.1,5.9,0,0,9.3,21.6,-0.1,0,0,-0.013,-2.4,-5.8,-8.2,-0.2,-0.029,0.016,19.6,4.01,19804,82,0.268,0.548,337012,0.549,-4.07,-2.88,-0.07,1.43,-2.36,-7.87,0.03,-0.21,6.44,-0.33,-8.2,4,-0.2,-0.2,-1.7,0.3,1.4,-0.5,-1.2,-1.7,0,1.4,5.1,-0.7,2.6,-2.4,2.7,-0.1,0,-5.8,2.9,-0.2,-0.2,3.5,0,6.4,5.1,-8.2,-0.2,-0.2,-0.8,-2.4,-0.1,0,-0.1,-5.8,-0.2,-0.2,-0.7,-3.9,-4.9,0,0,0,-0.5,0,-0.4,0,1.7,2,23.55,1,76,205,2,24,Y
2015,IND,Shayne Whittington,23,20,108,20,0.547,0.143,0.548,10.3,19.3,14.8,9.6,2.4,1.5,8.8,23.9,0.3,0.2,0.4,0.2,0.5,0,0.5,0.1,0.122,0.078,21.8,-0.14,19855,82,0.268,0.524,345392,0.523,0.72,0.94,-0.04,0.63,-2.44,-0.16,0.03,0,-3.37,0.64,0.5,4,0,0.1,0.9,0.3,0.8,0.3,-1.3,0.9,0,-2.1,-0.4,-0.4,2,0.5,2.7,0,0.1,0,2.9,0,0,0.5,0,5.4,4.5,0.5,0,0.1,0.3,0.5,0,0.1,0.2,0,0,0,0,-4.6,-3.4,0.02,0,0,0.2,0.2,0,0.1,4.6,4,23.85,0,83,250,5,24,N
2015,SAS,Reggie Williams,28,20,105,10.5,0.454,0.487,0.103,5.5,12.7,9.2,14.4,0.5,0,4.7,18.5,0.1,0.1,0.2,0.083,-0.5,-2.2,-2.7,0,0.042,0.042,17.6,6.79,19955,82,0.268,0.555,346961,0.555,0.84,-2.25,-0.11,-0.41,-2.46,-4.27,0.03,-0.11,0.49,1.53,-2.7,4,-0.1,0,0.5,0.2,0,-0.3,-1.3,-1,0,2.6,1.1,0.4,4.1,-0.5,2.7,0,0,-2.2,3,-0.1,-0.1,1.7,0,5.3,4.4,-2.7,-0.1,0,-0.1,-0.5,0,0,0.1,-2.2,-0.1,-0.1,-0.2,-3.6,-3.4,0.01,0,0,-0.1,0.1,-0.1,0,2.3,3,28.38,5,78,205,2,28,Y
2015,NOP,Nate Wolters,23,10,105,3.5,0.316,0.077,0.077,6.5,13,9.7,14.8,1.5,1.4,27.1,16,-0.3,0.1,-0.2,-0.109,-7.4,0.3,-7.1,-0.1,-0.146,0.037,11.7,1.16,19782,82,0.268,0.537,346147,0.538,1.26,-0.25,-0.46,-6.24,-2.07,-7.3,0.03,-0.19,0.45,0.19,-7.1,4,-0.2,-0.1,0.8,-0.2,-7.1,0,-1.1,-7.7,-0.2,2.6,1.5,0.3,-1.4,-7.4,2.7,-0.2,-0.2,0.3,3,0,0,-7.6,0,10.5,7.5,-7.1,-0.2,-0.1,-1.1,-7.4,-0.2,-0.2,-1.2,0.3,0,0,0.1,-3.8,-4.6,0,0,0,-0.4,-0.4,0,0,1.8,1,23.72,1,76,190,2,24,Y
